ID;f1_keyword;f2_language;f3_searchloc;f4_destination;ranking;lon;lat
1Wf;Accommodation;French;Evere;in Brussels;14;50,8515;4,35351
1Wf;Accommodation;French;Evere;in Brussels;15;50,8751;4,33244
1Wf;Accommodation;French;Evere;in Brussels;16;50,84926;4,35476
1Wf;Accommodation;French;Evere;in Brussels;17;50,85291;4,35155
1Wf;Accommodation;French;Evere;in Brussels;18;50,85249;4,35493
1Wf;Accommodation;French;Evere;in Brussels;19;50,84406;4,35333
1Wf;Accommodation;French;Evere;in Brussels;20;50,85182;4,34477
1Xg;Accommodation;English;Vorst;in Brussels;1;50,85219;4,35414
1Xg;Accommodation;English;Vorst;in Brussels;2;50,85525;4,36647
1Xg;Accommodation;English;Vorst;in Brussels;3;50,83346;4,35549
1Xg;Accommodation;English;Vorst;in Brussels;4;50,8374;4,35746
1Xg;Accommodation;English;Vorst;in Brussels;5;50,85072;4,35005
1Xg;Accommodation;English;Vorst;in Brussels;6;50,83188;4,35315
1Xg;Accommodation;English;Vorst;in Brussels;7;50,84869;4,36313
1Xg;Accommodation;English;Vorst;in Brussels;8;50,85035;4,35555
1Xg;Accommodation;English;Vorst;in Brussels;9;50,8515;4,35351
1Xg;Accommodation;English;Vorst;in Brussels;10;50,8228;4,36783
1Xg;Accommodation;English;Vorst;in Brussels;11;50,85525;4,36647
1Xg;Accommodation;English;Vorst;in Brussels;12;50,856;4,3574
1Xg;Accommodation;English;Vorst;in Brussels;13;50,85249;4,35493
1Xg;Accommodation;English;Vorst;in Brussels;14;50,84619;4,35134
1Xg;Accommodation;English;Vorst;in Brussels;15;50,84685;4,3594
1Xg;Accommodation;English;Vorst;in Brussels;16;50,85629;4,35153
1Xg;Accommodation;English;Vorst;in Brussels;17;50,84397;4,37532
1Xg;Accommodation;English;Vorst;in Brussels;18;50,84832;4,35657
1Xg;Accommodation;English;Vorst;in Brussels;19;50,8539;4,35581
1Xg;Accommodation;English;Vorst;in Brussels;20;50,84701;4,35515
1Yg;Accommodation;Dutch;Vorst;in Brussels;1;50,85219;4,35414
1Yg;Accommodation;Dutch;Vorst;in Brussels;2;50,84846;4,35738
1Yg;Accommodation;Dutch;Vorst;in Brussels;3;50,84926;4,35476
1Yg;Accommodation;Dutch;Vorst;in Brussels;4;50,85035;4,35555
1Yg;Accommodation;Dutch;Vorst;in Brussels;5;50,85053;4,34933
1Yg;Accommodation;Dutch;Vorst;in Brussels;6;50,85072;4,35005
1Yg;Accommodation;Dutch;Vorst;in Brussels;7;50,8515;4,35351
1Yg;Accommodation;Dutch;Vorst;in Brussels;8;50,84869;4,36313
1Yg;Accommodation;Dutch;Vorst;in Brussels;9;50,85397;4,35682
1Yg;Accommodation;Dutch;Vorst;in Brussels;10;50,8539;4,35581
1Yg;Accommodation;Dutch;Vorst;in Brussels;11;50,84072;4,38374
1Yg;Accommodation;Dutch;Vorst;in Brussels;12;50,85108;4,36613
1Yg;Accommodation;Dutch;Vorst;in Brussels;13;50,84525;4,35444
1Yg;Accommodation;Dutch;Vorst;in Brussels;14;50,8304;4,35923
1Yg;Accommodation;Dutch;Vorst;in Brussels;15;50,8374;4,35746
1Yg;Accommodation;Dutch;Vorst;in Brussels;16;50,82683;4,36493
1Yg;Accommodation;Dutch;Vorst;in Brussels;17;50,86485;4,35889
1Yg;Accommodation;Dutch;Vorst;in Brussels;18;50,84116;4,34164
1Yg;Accommodation;Dutch;Vorst;in Brussels;19;50,83973;4,36752
1Yg;Accommodation;Dutch;Vorst;in Brussels;20;50,8488;4,35253
1Wg;Accommodation;French;Vorst;in Brussels;1;50,8184;4,38188
1Wg;Accommodation;French;Vorst;in Brussels;2;50,8515;4,35351
1Wg;Accommodation;French;Vorst;in Brussels;3;50,83733;4,37156
1Wg;Accommodation;French;Vorst;in Brussels;4;50,83408;4,37261
1Wg;Accommodation;French;Vorst;in Brussels;5;50,8374;4,35746
1Wg;Accommodation;French;Vorst;in Brussels;6;50,8408;4,38538
1Wg;Accommodation;French;Vorst;in Brussels;7;50,84281;4,37681
1Wg;Accommodation;French;Vorst;in Brussels;8;50,84281;4,37681
1Wg;Accommodation;French;Vorst;in Brussels;9;50,83188;4,35315
1Wg;Accommodation;French;Vorst;in Brussels;10;50,85108;4,36613
1Wg;Accommodation;French;Vorst;in Brussels;11;50,85099;4,36481
1Wg;Accommodation;French;Vorst;in Brussels;12;50,83346;4,35549
1Wg;Accommodation;French;Vorst;in Brussels;13;50,8515;4,35351
1Wg;Accommodation;French;Vorst;in Brussels;14;50,84679;4,35084
1Wg;Accommodation;French;Vorst;in Brussels;15;50,83059;4,40495
1Wg;Accommodation;French;Vorst;in Brussels;16;50,84762;4,35539
1Wg;Accommodation;French;Vorst;in Brussels;17;50,8278;4,36493
1Wg;Accommodation;French;Vorst;in Brussels;18;50,85249;4,35493
1Wg;Accommodation;French;Vorst;in Brussels;19;50,83652;4,35806
1Wg;Accommodation;French;Vorst;in Brussels;20;50,8374;4,35746
1Xh;Accommodation;English;Ganshoren;in Brussels;1;50,85219;4,35414
1Xh;Accommodation;English;Ganshoren;in Brussels;2;50,84846;4,35738
1Xh;Accommodation;English;Ganshoren;in Brussels;3;50,83346;4,35549
1Xh;Accommodation;English;Ganshoren;in Brussels;4;50,8374;4,35746
1Xh;Accommodation;English;Ganshoren;in Brussels;5;50,85072;4,35005
1Xh;Accommodation;English;Ganshoren;in Brussels;6;50,83188;4,35315
1Xh;Accommodation;English;Ganshoren;in Brussels;7;50,84869;4,36313
1Xh;Accommodation;English;Ganshoren;in Brussels;8;50,85035;4,35555
1Xh;Accommodation;English;Ganshoren;in Brussels;9;50,8515;4,35351
1Xh;Accommodation;English;Ganshoren;in Brussels;10;50,8228;4,36783
1Xh;Accommodation;English;Ganshoren;in Brussels;11;50,85525;4,36647
1Xh;Accommodation;English;Ganshoren;in Brussels;12;50,856;4,3574
1Xh;Accommodation;English;Ganshoren;in Brussels;13;50,85249;4,35493
1Xh;Accommodation;English;Ganshoren;in Brussels;14;50,84619;4,35134
1Xh;Accommodation;English;Ganshoren;in Brussels;15;50,85629;4,35153
1Xh;Accommodation;English;Ganshoren;in Brussels;16;50,84685;4,3594
1Xh;Accommodation;English;Ganshoren;in Brussels;17;50,84832;4,35657
1Xh;Accommodation;English;Ganshoren;in Brussels;18;50,8539;4,35581
1Xh;Accommodation;English;Ganshoren;in Brussels;19;50,84397;4,37532
1Xh;Accommodation;English;Ganshoren;in Brussels;20;50,84701;4,35515
1Yh;Accommodation;Dutch;Ganshoren;in Brussels;1;50,85219;4,35414
1Yh;Accommodation;Dutch;Ganshoren;in Brussels;2;50,84846;4,35738
1Yh;Accommodation;Dutch;Ganshoren;in Brussels;3;50,84926;4,35476
1Yh;Accommodation;Dutch;Ganshoren;in Brussels;4;50,85035;4,35555
1Yh;Accommodation;Dutch;Ganshoren;in Brussels;5;50,8515;4,35351
1Yh;Accommodation;Dutch;Ganshoren;in Brussels;6;50,85053;4,34933
1Yh;Accommodation;Dutch;Ganshoren;in Brussels;7;50,85072;4,35005
1Yh;Accommodation;Dutch;Ganshoren;in Brussels;8;50,84869;4,36313
1Yh;Accommodation;Dutch;Ganshoren;in Brussels;9;50,85397;4,35682
1Yh;Accommodation;Dutch;Ganshoren;in Brussels;10;50,8539;4,35581
1Yh;Accommodation;Dutch;Ganshoren;in Brussels;11;50,84072;4,38374
1Yh;Accommodation;Dutch;Ganshoren;in Brussels;12;50,85108;4,36613
1Yh;Accommodation;Dutch;Ganshoren;in Brussels;13;50,84525;4,35444
1Yh;Accommodation;Dutch;Ganshoren;in Brussels;14;50,8304;4,35923
1Yh;Accommodation;Dutch;Ganshoren;in Brussels;15;50,8374;4,35746
1Yh;Accommodation;Dutch;Ganshoren;in Brussels;16;50,82683;4,36493
1Yh;Accommodation;Dutch;Ganshoren;in Brussels;17;50,86485;4,35889
1Yh;Accommodation;Dutch;Ganshoren;in Brussels;18;50,84116;4,34164
1Yh;Accommodation;Dutch;Ganshoren;in Brussels;19;50,83973;4,36752
1Yh;Accommodation;Dutch;Ganshoren;in Brussels;20;50,8488;4,35253
1Wh;Accommodation;French;Ganshoren;in Brussels;1;50,85219;4,35414
1Wh;Accommodation;French;Ganshoren;in Brussels;2;50,8515;4,35351
1Wh;Accommodation;French;Ganshoren;in Brussels;3;50,83733;4,37156
1Wh;Accommodation;French;Ganshoren;in Brussels;4;50,83408;4,37261
1Wh;Accommodation;French;Ganshoren;in Brussels;5;50,8374;4,35746
1Wh;Accommodation;French;Ganshoren;in Brussels;6;50,84281;4,37681
1Wh;Accommodation;French;Ganshoren;in Brussels;7;50,84281;4,37681
1Wh;Accommodation;French;Ganshoren;in Brussels;8;50,84701;4,35515
1Wh;Accommodation;French;Ganshoren;in Brussels;9;50,85629;4,35153
1Wh;Accommodation;French;Ganshoren;in Brussels;10;50,8751;4,33244
1Wh;Accommodation;French;Ganshoren;in Brussels;11;50,84679;4,35084
1Wh;Accommodation;French;Ganshoren;in Brussels;12;50,85108;4,36613
1Wh;Accommodation;French;Ganshoren;in Brussels;13;50,8515;4,35351
1Wh;Accommodation;French;Ganshoren;in Brussels;14;50,85099;4,36481
1Wh;Accommodation;French;Ganshoren;in Brussels;15;50,8556;4,36803
1Wh;Accommodation;French;Ganshoren;in Brussels;16;50,84762;4,35539
1Wh;Accommodation;French;Ganshoren;in Brussels;17;50,84926;4,35476
1Wh;Accommodation;French;Ganshoren;in Brussels;18;50,85291;4,35155
1Wh;Accommodation;French;Ganshoren;in Brussels;19;50,85182;4,34477
1Wh;Accommodation;French;Ganshoren;in Brussels;20;50,85249;4,35493
1Xi;Accommodation;English;Elsene;in Brussels;1;50,85219;4,35414
1Xi;Accommodation;English;Elsene;in Brussels;2;50,84846;4,35738
1Xi;Accommodation;English;Elsene;in Brussels;3;50,83346;4,35549
1Xi;Accommodation;English;Elsene;in Brussels;4;50,8374;4,35746
1Xi;Accommodation;English;Elsene;in Brussels;5;50,85072;4,35005
1Xi;Accommodation;English;Elsene;in Brussels;6;50,83188;4,35315
1Xi;Accommodation;English;Elsene;in Brussels;7;50,8228;4,36783
1Xi;Accommodation;English;Elsene;in Brussels;8;50,84869;4,36313
1Xi;Accommodation;English;Elsene;in Brussels;9;50,85035;4,35555
1Xi;Accommodation;English;Elsene;in Brussels;10;50,8515;4,35351
1Xi;Accommodation;English;Elsene;in Brussels;11;50,85525;4,36647
1Xi;Accommodation;English;Elsene;in Brussels;12;50,856;4,3574
1Xi;Accommodation;English;Elsene;in Brussels;13;50,84619;4,35134
1Xi;Accommodation;English;Elsene;in Brussels;14;50,84685;4,3594
1Xi;Accommodation;English;Elsene;in Brussels;15;50,84397;4,37532
1Xi;Accommodation;English;Elsene;in Brussels;16;50,85249;4,35493
1Xi;Accommodation;English;Elsene;in Brussels;17;50,8379;4,37185
1Xi;Accommodation;English;Elsene;in Brussels;18;50,83733;4,37156
1Xi;Accommodation;English;Elsene;in Brussels;19;50,8365;4,36058
1Xi;Accommodation;English;Elsene;in Brussels;20;50,83146;4,35904
1Yi;Accommodation;Dutch;Elsene;in Brussels;1;50,85219;4,35414
1Yi;Accommodation;Dutch;Elsene;in Brussels;2;50,84846;4,35738
1Yi;Accommodation;Dutch;Elsene;in Brussels;3;50,84926;4,35476
1Yi;Accommodation;Dutch;Elsene;in Brussels;4;50,8515;4,35351
1Yi;Accommodation;Dutch;Elsene;in Brussels;5;50,85053;4,34933
1Yi;Accommodation;Dutch;Elsene;in Brussels;6;50,85035;4,35555
1Yi;Accommodation;Dutch;Elsene;in Brussels;7;50,85072;4,35005
1Yi;Accommodation;Dutch;Elsene;in Brussels;8;50,84869;4,36313
1Yi;Accommodation;Dutch;Elsene;in Brussels;9;50,85397;4,35682
1Yi;Accommodation;Dutch;Elsene;in Brussels;10;50,8539;4,35581
1Yi;Accommodation;Dutch;Elsene;in Brussels;11;50,84072;4,38374
1Yi;Accommodation;Dutch;Elsene;in Brussels;12;50,85108;4,36613
1Yi;Accommodation;Dutch;Elsene;in Brussels;13;50,84525;4,35444
1Yi;Accommodation;Dutch;Elsene;in Brussels;14;50,8304;4,35923
1Yi;Accommodation;Dutch;Elsene;in Brussels;15;50,8374;4,35746
1Yi;Accommodation;Dutch;Elsene;in Brussels;16;50,82683;4,36493
1Yi;Accommodation;Dutch;Elsene;in Brussels;17;50,86485;4,35889
1Yi;Accommodation;Dutch;Elsene;in Brussels;18;50,84116;4,34164
1Yi;Accommodation;Dutch;Elsene;in Brussels;19;50,83973;4,36752
1Yi;Accommodation;Dutch;Elsene;in Brussels;20;50,8488;4,35253
1Wi;Accommodation;French;Elsene;in Brussels;1;50,8515;4,35351
1Wi;Accommodation;French;Elsene;in Brussels;2;50,83733;4,37156
1Wi;Accommodation;French;Elsene;in Brussels;3;50,83408;4,37261
1Wi;Accommodation;French;Elsene;in Brussels;4;50,8374;4,35746
1Wi;Accommodation;French;Elsene;in Brussels;5;50,8408;4,38538
1Wi;Accommodation;French;Elsene;in Brussels;6;50,84281;4,37681
1Wi;Accommodation;French;Elsene;in Brussels;7;50,84281;4,37681
1Wi;Accommodation;French;Elsene;in Brussels;8;50,83188;4,35315
1Wi;Accommodation;French;Elsene;in Brussels;9;50,8278;4,36493
1Wi;Accommodation;French;Elsene;in Brussels;10;50,84701;4,35515
1Wi;Accommodation;French;Elsene;in Brussels;11;50,85108;4,36613
1Wi;Accommodation;French;Elsene;in Brussels;12;50,83346;4,35549
1Wi;Accommodation;French;Elsene;in Brussels;13;50,85099;4,36481
1Wi;Accommodation;French;Elsene;in Brussels;14;50,85629;4,35153
1Wi;Accommodation;French;Elsene;in Brussels;15;50,8228;4,36783
1Wi;Accommodation;French;Elsene;in Brussels;16;50,84762;4,35539
1Wi;Accommodation;French;Elsene;in Brussels;17;50,84679;4,35084
1Wi;Accommodation;French;Elsene;in Brussels;18;50,84926;4,35476
1Wi;Accommodation;French;Elsene;in Brussels;19;50,84406;4,35333
1Wi;Accommodation;French;Elsene;in Brussels;20;50,8515;4,35351
1Xj;Accommodation;English;Jette;in Brussels;1;50,85219;4,35414
1Xj;Accommodation;English;Jette;in Brussels;2;50,84846;4,35738
1Xj;Accommodation;English;Jette;in Brussels;3;50,83346;4,35549
1Xj;Accommodation;English;Jette;in Brussels;4;50,8374;4,35746
1Xj;Accommodation;English;Jette;in Brussels;5;50,85072;4,35005
1Xj;Accommodation;English;Jette;in Brussels;6;50,83188;4,35315
1Xj;Accommodation;English;Jette;in Brussels;7;50,84869;4,36313
1Xj;Accommodation;English;Jette;in Brussels;8;50,85035;4,35555
1Xj;Accommodation;English;Jette;in Brussels;9;50,8515;4,35351
1Xj;Accommodation;English;Jette;in Brussels;10;50,8228;4,36783
1Xj;Accommodation;English;Jette;in Brussels;11;50,85525;4,36647
1Xj;Accommodation;English;Jette;in Brussels;12;50,856;4,3574
1Xj;Accommodation;English;Jette;in Brussels;13;50,85629;4,35153
1Xj;Accommodation;English;Jette;in Brussels;14;50,85249;4,35493
1Xj;Accommodation;English;Jette;in Brussels;15;50,84619;4,35134
1Xj;Accommodation;English;Jette;in Brussels;16;50,84685;4,3594
1Xj;Accommodation;English;Jette;in Brussels;17;50,85711;4,35087
1Xj;Accommodation;English;Jette;in Brussels;18;50,84832;4,35657
1Xj;Accommodation;English;Jette;in Brussels;19;50,87856;4,38154
1Xj;Accommodation;English;Jette;in Brussels;20;50,8539;4,35581
1Yj;Accommodation;Dutch;Jette;in Brussels;1;50,84926;4,35476
1Yj;Accommodation;Dutch;Jette;in Brussels;2;50,85053;4,34933
1Yj;Accommodation;Dutch;Jette;in Brussels;3;50,85035;4,35555
1Yj;Accommodation;Dutch;Jette;in Brussels;4;50,85072;4,35005
1Yj;Accommodation;Dutch;Jette;in Brussels;5;50,8515;4,35351
1Yj;Accommodation;Dutch;Jette;in Brussels;6;50,84869;4,36313
1Yj;Accommodation;Dutch;Jette;in Brussels;7;50,85397;4,35682
1Yj;Accommodation;Dutch;Jette;in Brussels;8;50,8539;4,35581
1Yj;Accommodation;Dutch;Jette;in Brussels;9;50,84072;4,38374
1Yj;Accommodation;Dutch;Jette;in Brussels;10;50,85108;4,36613
1Yj;Accommodation;Dutch;Jette;in Brussels;11;50,84525;4,35444
1Yj;Accommodation;Dutch;Jette;in Brussels;12;50,8304;4,35923
1Yj;Accommodation;Dutch;Jette;in Brussels;13;50,8374;4,35746
1Yj;Accommodation;Dutch;Jette;in Brussels;14;50,82683;4,36493
1Yj;Accommodation;Dutch;Jette;in Brussels;15;50,86485;4,35889
1Yj;Accommodation;Dutch;Jette;in Brussels;16;50,84116;4,34164
1Yj;Accommodation;Dutch;Jette;in Brussels;17;50,83973;4,36752
1Yj;Accommodation;Dutch;Jette;in Brussels;18;50,8488;4,35253
1Yj;Accommodation;Dutch;Jette;in Brussels;19;50,84049;4,38088
1Yj;Accommodation;Dutch;Jette;in Brussels;20;50,84688;4,35461
1Wj;Accommodation;French;Jette;in Brussels;1;50,85219;4,35414
1Wj;Accommodation;French;Jette;in Brussels;2;50,8515;4,35351
1Wj;Accommodation;French;Jette;in Brussels;3;50,83733;4,37156
1Wj;Accommodation;French;Jette;in Brussels;4;50,83408;4,37261
1Wj;Accommodation;French;Jette;in Brussels;5;50,8374;4,35746
1Wj;Accommodation;French;Jette;in Brussels;6;50,84281;4,37681
1Wj;Accommodation;French;Jette;in Brussels;7;50,84281;4,37681
1Wj;Accommodation;French;Jette;in Brussels;8;50,8751;4,33244
1Wj;Accommodation;French;Jette;in Brussels;9;50,85629;4,35153
1Wj;Accommodation;French;Jette;in Brussels;10;50,84701;4,35515
1Wj;Accommodation;French;Jette;in Brussels;11;50,84679;4,35084
1Wj;Accommodation;French;Jette;in Brussels;12;50,85108;4,36613
1Wj;Accommodation;French;Jette;in Brussels;13;50,8515;4,35351
1Wj;Accommodation;French;Jette;in Brussels;14;50,85099;4,36481
1Wj;Accommodation;French;Jette;in Brussels;15;50,8556;4,36803
1Wj;Accommodation;French;Jette;in Brussels;16;50,84762;4,35539
1Wj;Accommodation;French;Jette;in Brussels;17;50,84926;4,35476
1Wj;Accommodation;French;Jette;in Brussels;18;50,85291;4,35155
1Wj;Accommodation;French;Jette;in Brussels;19;50,85182;4,34477
1Wj;Accommodation;French;Jette;in Brussels;20;50,85249;4,35493
1Xk;Accommodation;English;Koekelberg;in Brussels;1;50,85219;4,35414
1Xk;Accommodation;English;Koekelberg;in Brussels;2;50,84846;4,35738
1Xk;Accommodation;English;Koekelberg;in Brussels;3;50,83346;4,35549
1Xk;Accommodation;English;Koekelberg;in Brussels;4;50,8374;4,35746
1Xk;Accommodation;English;Koekelberg;in Brussels;5;50,85072;4,35005
1Xk;Accommodation;English;Koekelberg;in Brussels;6;50,83188;4,35315
1Xk;Accommodation;English;Koekelberg;in Brussels;7;50,8515;4,35351
1Xk;Accommodation;English;Koekelberg;in Brussels;8;50,85035;4,35555
1Xk;Accommodation;English;Koekelberg;in Brussels;9;50,84869;4,36313
1Xk;Accommodation;English;Koekelberg;in Brussels;10;50,8228;4,36783
1Xk;Accommodation;English;Koekelberg;in Brussels;11;50,85525;4,36647
1Xk;Accommodation;English;Koekelberg;in Brussels;12;50,856;4,3574
1Xk;Accommodation;English;Koekelberg;in Brussels;13;50,85249;4,35493
1Xk;Accommodation;English;Koekelberg;in Brussels;14;50,85629;4,35153
1Xk;Accommodation;English;Koekelberg;in Brussels;15;50,84619;4,35134
1Xk;Accommodation;English;Koekelberg;in Brussels;16;50,84685;4,3594
1Xk;Accommodation;English;Koekelberg;in Brussels;17;50,8539;4,35581
1Xk;Accommodation;English;Koekelberg;in Brussels;18;50,84832;4,35657
1Xk;Accommodation;English;Koekelberg;in Brussels;19;50,84951;4,34606
1Xk;Accommodation;English;Koekelberg;in Brussels;20;50,84701;4,35515
1Yk;Accommodation;Dutch;Koekelberg;in Brussels;1;50,85219;4,35414
1Yk;Accommodation;Dutch;Koekelberg;in Brussels;2;50,84846;4,35738
1Yk;Accommodation;Dutch;Koekelberg;in Brussels;3;50,84926;4,35476
1Yk;Accommodation;Dutch;Koekelberg;in Brussels;4;50,85035;4,35555
1Yk;Accommodation;Dutch;Koekelberg;in Brussels;5;50,85053;4,34933
1Yk;Accommodation;Dutch;Koekelberg;in Brussels;6;50,85072;4,35005
1Yk;Accommodation;Dutch;Koekelberg;in Brussels;7;50,8515;4,35351
1Yk;Accommodation;Dutch;Koekelberg;in Brussels;8;50,84869;4,36313
1Yk;Accommodation;Dutch;Koekelberg;in Brussels;9;50,8539;4,35581
1Yk;Accommodation;Dutch;Koekelberg;in Brussels;10;50,84072;4,38374
1Yk;Accommodation;Dutch;Koekelberg;in Brussels;11;50,85108;4,36613
1Yk;Accommodation;Dutch;Koekelberg;in Brussels;12;50,8304;4,35923
1Yk;Accommodation;Dutch;Koekelberg;in Brussels;13;50,8374;4,35746
1Yk;Accommodation;Dutch;Koekelberg;in Brussels;14;50,82683;4,36493
1Yk;Accommodation;Dutch;Koekelberg;in Brussels;15;50,86485;4,35889
1Yk;Accommodation;Dutch;Koekelberg;in Brussels;16;50,83973;4,36752
1Yk;Accommodation;Dutch;Koekelberg;in Brussels;17;50,84116;4,34164
1Yk;Accommodation;Dutch;Koekelberg;in Brussels;18;50,8488;4,35253
1Yk;Accommodation;Dutch;Koekelberg;in Brussels;19;50,84049;4,38088
1Yk;Accommodation;Dutch;Koekelberg;in Brussels;20;50,84688;4,35461
1Wk;Accommodation;French;Koekelberg;in Brussels;1;50,85219;4,35414
1Wk;Accommodation;French;Koekelberg;in Brussels;2;50,85006;4,35183
1Wk;Accommodation;French;Koekelberg;in Brussels;3;50,83733;4,37156
1Wk;Accommodation;French;Koekelberg;in Brussels;4;50,83408;4,37261
1Wk;Accommodation;French;Koekelberg;in Brussels;5;50,8374;4,35746
1Wk;Accommodation;French;Koekelberg;in Brussels;6;50,8408;4,38538
1Wk;Accommodation;French;Koekelberg;in Brussels;7;50,84281;4,37681
1Wk;Accommodation;French;Koekelberg;in Brussels;8;50,84281;4,37681
1Wk;Accommodation;French;Koekelberg;in Brussels;9;50,84701;4,35515
1Wk;Accommodation;French;Koekelberg;in Brussels;10;50,85629;4,35153
1Wk;Accommodation;French;Koekelberg;in Brussels;11;50,83188;4,35315
1Wk;Accommodation;French;Koekelberg;in Brussels;12;50,85108;4,36613
1Wk;Accommodation;French;Koekelberg;in Brussels;13;50,85099;4,36481
1Wk;Accommodation;French;Koekelberg;in Brussels;14;50,8751;4,33244
1Wk;Accommodation;French;Koekelberg;in Brussels;15;50,8556;4,36803
1Wk;Accommodation;French;Koekelberg;in Brussels;16;50,84679;4,35084
1Wk;Accommodation;French;Koekelberg;in Brussels;17;50,84926;4,35476
1Wk;Accommodation;French;Koekelberg;in Brussels;18;50,8515;4,35351
1Wk;Accommodation;French;Koekelberg;in Brussels;19;50,84762;4,35539
1Wk;Accommodation;French;Koekelberg;in Brussels;20;50,85249;4,35493
1Xl;Accommodation;English;Sint-Jans-Molenbeek;in Brussels;1;50,85219;4,35414
1Xl;Accommodation;English;Sint-Jans-Molenbeek;in Brussels;2;50,84846;4,35738
1Xl;Accommodation;English;Sint-Jans-Molenbeek;in Brussels;3;50,83346;4,35549
1Xl;Accommodation;English;Sint-Jans-Molenbeek;in Brussels;4;50,8374;4,35746
1Xl;Accommodation;English;Sint-Jans-Molenbeek;in Brussels;5;50,85072;4,35005
1Xl;Accommodation;English;Sint-Jans-Molenbeek;in Brussels;6;50,83188;4,35315
1Xl;Accommodation;English;Sint-Jans-Molenbeek;in Brussels;7;50,8515;4,35351
1Xl;Accommodation;English;Sint-Jans-Molenbeek;in Brussels;8;50,85035;4,35555
1Xl;Accommodation;English;Sint-Jans-Molenbeek;in Brussels;9;50,84869;4,36313
